Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,LA Metro,Inland Empire,SF Bay Area
Jul-95,-0.1,-0.17,NA,0.21,NA,-0.12,NA,NA,-0.16,NA,-0.12,0.26,NA,0.25,,-0.02,NA,-0.12,NA,-0.19,0.1,,-0.14,0.09,NA,-0.11,-0.22,NA,0.02,-0.24,NA,0.17,-0.31,-0.32,-0.15,-0.33,-0.14,-0.15,0.01,-0.2,NA,-0.57,-0.09,-0.22,0.07,NA,NA,0.14,NA,-0.15,NA,NA,-0.04,0.09,NA
Aug-95,-0.05,0.04,NA,0.06,NA,0.13,NA,NA,0.06,NA,0.09,0.16,NA,-0.19,,0.07,NA,0.04,NA,-0.09,0.04,,0.09,-0.11,NA,-0.09,-0.18,NA,0.06,-0.11,NA,0.19,-0.07,0.02,0.06,-0.15,0.19,-0.22,0.25,0.02,NA,-0.53,NA,-0.11,0.05,NA,NA,0.29,NA,-0.04,NA,NA,0.02,0.11,NA
Sep-95,-0.01,0.01,NA,0.3,NA,-0.05,NA,NA,-0.11,NA,0.46,-0.01,NA,0.2,,0.11,NA,-0.07,NA,0.04,-0.24,,-0.03,0.1,NA,-0.13,-0.06,NA,-0.05,-0.08,NA,0.06,-0.1,-0.21,0.21,-0.22,0.01,-0.19,0.41,-0.11,NA,0.13,-0.01,0.11,0.28,NA,NA,0.25,NA,-0.06,NA,NA,0.01,0,NA
Oct-95,-0.01,-0.08,NA,0.66,NA,0.09,NA,NA,0.12,NA,-0.09,0.53,NA,0.49,,-0.04,NA,-0.02,NA,0.27,-0.03,,0.32,0.66,NA,0.03,-0.11,NA,0.12,0.07,NA,0.21,0.14,-0.04,0.14,-0.02,0.29,0.12,0.32,0,NA,0.58,0.07,-0.04,0.35,NA,NA,0.2,NA,0.09,NA,NA,0.03,0.16,NA
Nov-95,0.01,-0.09,NA,0.39,NA,0,NA,NA,-0.14,NA,0.22,0.57,NA,0.05,,-0.19,NA,-0.14,NA,0.06,-0.5,,0.46,-0.09,NA,0.08,-0.13,NA,0.08,-0.04,NA,0.21,0.09,-0.22,0.24,-0.21,0.56,0.08,0.13,-0.2,NA,0.59,0.07,0.01,0.61,NA,NA,0.59,NA,0.07,NA,NA,-0.04,0.14,NA
Dec-95,0.08,-0.07,NA,-0.17,NA,0.17,NA,NA,-0.02,NA,-0.02,0.12,NA,0.12,,0.21,NA,-0.01,NA,0.45,0.38,,-0.06,0.26,NA,0,0.15,NA,0.06,0,NA,0.05,0.1,-0.38,0.07,-0.16,-0.05,0.06,0.08,-0.1,NA,-0.53,0.05,0.02,0.55,NA,NA,NA,NA,0.03,NA,NA,0.11,0.06,NA
Jan-96,0.06,0.03,NA,0.7,NA,0.32,NA,NA,0.21,NA,0.42,0.19,NA,0.33,,0.06,NA,0.14,NA,0.5,0.32,,0.24,-0.11,NA,0.19,0.17,NA,0.38,0.25,NA,0.47,0.17,-0.11,0.76,0.03,0.18,0.05,0.09,-0.02,NA,0,0.49,0.33,0.75,NA,NA,NA,NA,0.23,NA,NA,0.17,0.42,NA
Feb-96,0.1,0.04,NA,0.43,NA,0.24,NA,NA,-0.02,NA,-0.13,0.55,NA,0.06,,0.15,NA,0.05,NA,-0.13,0.61,,0.19,1.27,NA,0.32,0,NA,0.58,0.34,NA,0.13,0.39,-0.09,0.13,0.28,0.31,0.16,0.49,-1,NA,0.18,0.17,0.1,0.82,NA,NA,NA,NA,0.42,NA,NA,0.25,0.36,NA
Mar-96,0.22,0.2,NA,0.28,NA,0.24,NA,NA,0.04,NA,0.21,0.5,NA,-0.11,,0.15,NA,0.3,NA,1.18,-0.13,,0.43,0.15,NA,0.32,0.1,NA,0.43,0.29,NA,0.14,0.28,-0.05,-0.08,0.06,0.36,0.01,0.31,0.59,NA,-0.41,0.08,0.12,0.79,NA,NA,NA,NA,0.3,NA,NA,0.23,0.3,NA
Apr-96,0.32,0.35,NA,0.47,NA,0.75,NA,NA,0.38,NA,0.23,0.98,NA,0.12,,0.31,NA,0.37,NA,0.04,0.08,,0.82,0.69,NA,0.56,0.74,NA,0.65,0.75,NA,0.32,0.72,0.1,0.65,0.45,0.53,0.56,0.58,0.52,NA,-0.32,0.59,0.82,NA,NA,NA,NA,NA,0.51,NA,NA,0.42,0.51,NA
May-96,0.24,0.2,NA,1,NA,0.19,NA,NA,0.16,NA,0.08,-0.05,NA,0.2,,0.27,NA,0.1,NA,0.12,0.15,,0.91,0.81,NA,0.57,0.16,NA,0.46,0.51,NA,0.32,0.43,0.15,1.22,0.21,0.57,0.14,0.5,0.58,NA,1.07,0.67,0.35,1.48,NA,NA,NA,NA,0.03,NA,NA,0.33,0.39,NA
Jun-96,0.16,0.12,NA,0,NA,0.27,NA,NA,-0.01,NA,-0.04,0.34,NA,0.14,,0.01,NA,0.15,NA,0.23,0.04,,0.09,0.09,NA,0.04,0.01,NA,0.06,0.49,NA,0.07,0.18,0.08,0.13,0.03,0.12,0.02,0.1,0.39,NA,0,0.13,0.27,0.46,NA,NA,NA,NA,-0.05,NA,NA,0.03,0.07,NA
Jul-96,0.12,0.32,NA,0.03,NA,0.06,NA,NA,0.26,NA,-0.4,0.02,NA,0,,0.12,NA,0.45,NA,0.03,-0.3,,0.39,0.18,NA,0.2,0.17,NA,0.5,0.26,NA,0.26,0.53,0.56,0.32,0.59,0.32,0.02,0.31,0.47,NA,0.23,0.33,0.49,0.35,NA,NA,NA,NA,0.21,NA,NA,0.21,0.39,NA
Aug-96,0.07,0,NA,0.08,NA,-0.05,NA,NA,0.02,NA,-0.32,0.04,NA,0.23,,0.06,NA,0.02,NA,-0.1,-0.14,,0.16,0.13,NA,0.08,0.09,NA,0.15,0.31,NA,0.04,0.18,0.05,0.19,0.26,0.17,0.22,0.09,0.23,NA,-0.28,-0.04,0.38,0.71,NA,NA,NA,NA,-0.03,NA,NA,0.06,0.1,NA
Sep-96,0.09,-0.03,NA,-0.02,NA,0.04,NA,NA,0.23,NA,0.01,0.28,NA,-0.33,,0.31,NA,0,NA,0.14,-0.32,,0.04,0.02,NA,0.11,0.28,NA,0.3,0.14,NA,-0.1,0.08,-0.11,0.46,0.26,0.24,0.1,-0.03,0.06,NA,-0.06,0.02,0.12,0.43,NA,NA,NA,NA,-0.11,NA,NA,0.18,0.12,NA
Oct-96,0.03,0.16,NA,0.39,NA,0.11,NA,NA,0.05,NA,0.52,-0.15,NA,-0.35,,0.37,NA,0.21,NA,0.08,-0.26,,0.04,-0.06,NA,0,0.13,NA,0.31,0.23,NA,-0.07,0.15,0.07,0.1,0.11,0.08,0.05,-0.13,-0.14,NA,-0.33,0.02,0.34,0.37,NA,NA,NA,NA,-0.12,NA,NA,0.18,0.14,NA
Nov-96,0.05,-0.04,NA,-0.31,NA,0.12,NA,NA,0.25,NA,-0.45,-0.23,NA,-0.33,,0.36,NA,0.48,NA,-0.17,0.02,,-0.17,0.35,NA,-0.01,0.18,NA,0.15,0.17,NA,-0.09,-0.03,-0.13,-0.08,0,0.05,-0.08,-0.15,0.51,NA,-0.34,0.07,0.29,0.07,NA,NA,NA,NA,-0.15,NA,NA,0.14,0.04,NA
Dec-96,0.06,0.2,NA,0.12,NA,0.04,NA,NA,0.03,NA,0.05,0.19,NA,-0.27,,0.1,NA,0.12,NA,-0.24,-0.32,,0.22,0,NA,0.1,0.09,NA,0.15,0.11,NA,-0.13,0.27,1.02,NA,0.12,0.09,-0.11,-0.09,0.02,NA,0.89,0.12,0.03,0.15,NA,NA,NA,NA,-0.1,NA,NA,0.06,0.02,NA
Jan-97,0.07,-0.01,NA,-0.08,NA,0.27,NA,NA,0.1,NA,-0.29,-0.01,NA,0.67,,0,NA,0.54,NA,0.29,-0.18,,0.15,0.51,NA,-0.05,-0.11,NA,0.34,0.33,NA,-0.01,0.37,0.08,0.64,-0.02,-0.02,0.09,0.1,-0.06,NA,0.08,0.03,0.36,0.11,NA,NA,NA,NA,0.04,NA,NA,0.04,0.19,NA
Feb-97,0.11,0.01,NA,-0.16,NA,-0.03,NA,NA,0.23,NA,-0.41,0.03,NA,0.03,,0.08,NA,0.32,NA,0.14,-0.44,,0.42,-0.36,NA,-0.08,-0.12,NA,0.01,0.22,NA,0.08,0.23,0.27,1.04,0.06,-0.17,0.02,-0.03,NA,NA,-0.15,0.16,0.4,-0.01,NA,NA,NA,NA,-0.16,NA,NA,0.02,0.04,NA
Mar-97,0.06,-0.08,NA,-0.09,NA,-0.24,NA,NA,0.02,NA,-0.14,-0.14,NA,0.45,,0.13,NA,0.12,NA,-0.19,0.28,,-0.13,0.3,NA,-0.06,0,NA,-0.06,0.02,NA,-0.01,0.12,-0.02,1.26,-0.13,0.05,0.11,-0.12,0.15,NA,0.5,-0.02,0.28,-0.06,NA,NA,NA,NA,-0.13,NA,NA,0.02,-0.04,NA
Apr-97,0,0.19,NA,-0.02,NA,0,NA,NA,0.04,NA,0.31,-0.02,NA,0.62,,0.05,NA,0.4,NA,0.1,-0.45,,-0.01,0.38,NA,0.05,-0.18,NA,-0.05,0,NA,-0.19,0.09,0.42,0.75,-0.07,-0.04,-0.02,-0.2,0.03,NA,0.07,0.1,-0.11,0.02,NA,NA,NA,NA,-0.01,NA,NA,0.01,-0.1,NA
May-97,0.04,0.07,NA,-0.3,NA,0.28,NA,NA,-0.02,NA,-0.35,-0.06,NA,-0.31,,0.08,NA,0.22,NA,-0.11,-0.15,,-0.24,0.17,NA,-0.02,0.13,NA,0,0.06,NA,-0.26,0.09,0.23,0.74,0.09,-0.19,0.42,-0.32,-0.04,NA,-0.29,1.3,0.28,-0.07,NA,NA,NA,NA,0.37,NA,NA,0.03,-0.11,NA
Jun-97,0.04,0.09,NA,0.26,NA,0.05,NA,NA,0.1,NA,0.36,0.02,NA,0.38,,0.18,NA,-0.02,NA,-0.24,-0.02,,0.21,0.18,NA,0.15,0.53,NA,0.15,-0.02,NA,-0.17,0.13,0.07,1.27,0.15,-0.03,0.09,-0.11,0.08,NA,-0.24,1.65,0.16,-0.01,NA,NA,NA,NA,0.2,NA,NA,0.13,0.02,NA
Jul-97,0.1,0.1,NA,0.3,NA,0.4,NA,NA,-0.02,NA,1.39,0.3,NA,0.58,,0.23,NA,0.21,NA,0.06,-0.12,,-0.01,0.47,NA,0.04,0.51,NA,-0.07,0.37,NA,-0.14,0.29,0.25,1.13,0.18,0.06,0.17,-0.11,0.05,NA,0.19,1.85,0.15,0.08,NA,NA,NA,NA,0.22,NA,NA,0.1,-0.1,NA
Aug-97,0.15,0.23,NA,-0.03,NA,0.35,NA,NA,0.03,NA,0.06,0.14,NA,0.04,,0.16,NA,0.22,NA,0.15,0.45,,0.04,0.24,NA,0.06,0.4,NA,0.78,0.09,NA,-0.07,0.17,0.09,0.91,0.24,0.02,0.09,-0.04,0.06,NA,0.15,2.04,0.07,0,NA,NA,NA,NA,0.22,NA,NA,0.21,0.44,NA
Sep-97,0.12,0.15,NA,0.27,NA,0.35,NA,NA,-0.07,NA,-0.07,0.06,NA,1.43,,0.2,NA,0.47,NA,0.27,0.15,,0.41,0.63,NA,0.3,0.24,NA,0.62,0.28,NA,0.06,0.3,0.63,0.71,0.1,0.03,0.15,0.06,0.09,NA,0.31,2.15,0.33,0,NA,NA,NA,NA,0.25,NA,NA,0.27,0.41,NA
Oct-97,0.19,0.18,NA,-0.15,NA,0.2,NA,NA,0.02,NA,0.16,0.13,NA,1.17,,0.24,NA,0.21,NA,-0.05,0.02,,0.34,0.13,NA,0.34,0.22,NA,0.72,0.18,NA,0.1,0.26,0.47,1.13,0.17,0.14,0.16,0.3,0.28,NA,0.35,2.02,0.22,0.14,NA,NA,NA,NA,0.34,NA,NA,0.32,0.48,NA
Nov-97,0.15,0.27,NA,0.51,NA,0.19,NA,NA,-0.15,NA,0.22,0.16,NA,1.28,,0.03,NA,0,NA,-0.03,-0.27,,0.48,0.33,NA,0.09,0.23,NA,0.51,0.1,NA,-0.13,0.26,0.57,1.24,0.38,-0.03,0.17,0.12,0.17,NA,0.13,1.09,0.13,-0.16,NA,NA,NA,NA,0.22,NA,NA,0.1,0.25,NA
Dec-97,0.16,0.15,NA,0.36,NA,0.05,NA,NA,0,NA,0.07,-0.07,NA,0.41,,0.19,NA,0.19,NA,0.55,0.21,,0.02,0.08,NA,0.24,0.27,NA,0.11,0.34,NA,0.19,0.19,0.21,NA,0.08,0.11,0.04,0.19,0.26,NA,0.35,1.76,0.64,-0.03,NA,NA,NA,NA,0.4,NA,NA,0.2,0.14,NA
Jan-98,0.13,0.11,NA,-0.06,NA,-0.2,NA,NA,-0.13,NA,-0.15,0.01,NA,-0.1,,0.14,NA,-0.19,NA,-0.1,-0.08,,0.06,0.36,NA,0.14,0.23,NA,-0.24,0.02,NA,0.41,0.02,0.65,0.31,0.2,0.14,0.09,0.05,0.48,0.07,-0.29,1.86,0.03,0.15,NA,NA,NA,NA,0.11,NA,NA,0.1,-0.01,NA
Feb-98,0.13,0.21,NA,0.53,NA,0.03,NA,NA,0.21,NA,0.23,-0.07,NA,-0.06,,0.08,NA,0.25,NA,-0.17,0.32,,0.01,0.92,NA,0.18,0.27,NA,-0.02,0.16,NA,0.29,0.21,0.02,0.04,0.13,0.18,0.21,0.09,0.05,0.3,-0.82,1.23,0.23,0.42,NA,NA,NA,NA,0.3,NA,NA,0.12,0.11,NA
Mar-98,0.14,0.31,NA,0.19,NA,0.64,NA,NA,0.17,NA,0.53,0,NA,-0.13,,0.18,NA,-0.18,NA,0.17,-0.14,,0.22,0.14,NA,0.52,0.2,NA,0.01,0.33,NA,0.51,0.18,0.28,0.15,0.23,-0.13,0.24,0.12,0.06,0.34,-0.33,2,0.5,0.44,NA,NA,NA,NA,0.45,NA,NA,0.28,0.21,NA
Apr-98,0.16,0.03,NA,-0.09,NA,0.25,NA,NA,0.06,NA,-0.06,0.09,NA,0.38,,0.15,NA,-0.09,NA,0.13,0.35,,0.12,0.18,NA,0.35,0.3,NA,0.13,0.16,NA,0.89,-0.01,-0.02,0.12,0.37,-0.04,0.03,0.07,0.01,-0.01,-0.75,2.1,0.4,0.58,NA,NA,NA,NA,0.26,NA,NA,0.25,0.4,NA
May-98,0.22,0.3,NA,0.56,NA,0.18,NA,NA,0.34,NA,0.62,0.43,NA,0.7,,0.16,NA,-0.05,NA,-0.15,0.13,,0.38,-0.35,NA,0.27,0.43,NA,-0.06,0.11,NA,0.67,0.12,-0.01,-0.15,0.51,0.2,-0.11,0.21,0.23,0.12,-0.91,0.23,-0.08,0.38,NA,NA,NA,NA,0.3,NA,NA,0.2,0.2,NA
Jun-98,0.21,0.14,NA,0.8,NA,0.3,NA,NA,0.32,NA,0.14,0.32,NA,-0.14,,0.26,NA,0.06,NA,0,-0.08,,0.26,0.31,NA,0.31,0.13,NA,0.17,0.45,NA,1.25,0.21,0.22,0.35,0.66,0.18,0.22,0.14,0.2,0.13,-0.44,0.33,0.46,0.19,NA,NA,NA,NA,0.33,NA,NA,0.33,0.53,NA
Jul-98,0.18,0.16,NA,0.15,NA,-0.1,NA,NA,0.28,NA,0.19,0.19,NA,0.25,,0.2,NA,0.11,NA,0.45,0.3,,0.45,0.13,NA,0.4,0.51,NA,0.31,0.2,NA,1,0.13,0.14,0.05,0.62,0.16,0.16,0.04,0.07,0.39,-0.63,0.24,0.17,0.98,NA,NA,NA,NA,0.3,NA,NA,0.34,0.58,NA
Aug-98,0.12,-0.05,NA,0.42,NA,-0.09,NA,NA,0.24,NA,0.17,0.11,NA,-0.22,,0.1,NA,-0.06,NA,0.68,-0.13,,0.25,0.31,NA,0.16,0.26,NA,-0.41,0.12,NA,1.09,-0.03,0.24,0.12,0.45,-0.1,0.05,-0.08,-0.09,0.23,-0.67,0.13,0.07,0.25,NA,NA,NA,NA,0.01,NA,NA,0.07,-0.02,NA
Sep-98,0.07,0.02,NA,0.29,NA,-0.05,NA,NA,0.33,NA,0.18,0.21,NA,-0.01,,0.07,NA,-0.12,NA,-1,0.43,,0.1,0.06,NA,0.1,0.21,NA,-0.22,0.2,NA,1.25,0,-0.41,0.13,0.5,0.14,-0.11,-0.05,0.11,0.17,-0.52,0.1,0.01,0.09,NA,NA,NA,NA,0.27,NA,NA,0.12,0.19,NA
Oct-98,0.05,-0.11,NA,0.24,NA,0.04,NA,NA,0.31,NA,-0.36,0.02,NA,-0.12,,-0.03,NA,-0.17,NA,0.13,0.16,,-0.06,0.32,NA,-0.04,0.37,NA,-0.3,0.17,NA,1.18,-0.09,-0.04,-0.04,0.48,-0.07,0.16,-0.17,-0.17,-0.15,-0.41,0.09,-0.16,0.21,NA,NA,NA,NA,0.02,NA,NA,0.01,0.12,NA
Nov-98,0.13,0.13,NA,0.22,NA,0.16,NA,NA,0.46,NA,0.26,0.13,NA,-0.18,,0.12,NA,-0.05,NA,0.11,1.03,,0.03,0.13,NA,0.05,0.5,NA,-0.19,0.82,NA,1.5,-0.1,0.18,0.19,0.52,0.08,0.03,0.04,-0.09,0.55,-0.31,0.34,0.01,0.14,NA,NA,NA,NA,0.02,NA,NA,0.13,0.28,NA
Dec-98,0.16,0.19,NA,0,NA,0.01,NA,NA,0.58,NA,0.51,0.48,NA,0.87,,0.05,NA,0.15,NA,0.09,0.33,,0.27,0.51,NA,0.1,0.42,NA,0.4,0.44,NA,1.27,0.01,0.27,0.04,0.78,0.08,0.34,0.13,0.03,0.42,0.13,0.12,-0.06,0.32,NA,NA,NA,NA,0.1,NA,NA,0.21,0.75,NA
Jan-99,0.12,-0.01,NA,0.45,NA,0.32,NA,NA,0.03,NA,0.49,0.32,NA,0.33,,0,NA,-0.06,NA,0.61,0.65,,0.19,0.28,NA,0.09,0.69,NA,0.22,0.23,NA,0.44,0.03,-0.28,0.41,0.21,0.15,0.15,0.18,0.05,0.33,1.4,0.02,-0.04,-0.14,NA,NA,NA,NA,0,NA,NA,0.09,0.33,NA
Feb-99,0.1,0.49,NA,0.23,NA,0.43,NA,NA,0.16,NA,0.48,0.18,NA,0.31,,-0.06,NA,0,NA,0.45,0.14,,0.05,-0.15,NA,0.03,0.77,NA,0.21,0.18,NA,0.33,0.01,0.09,0.54,0.43,0.28,0.06,0.16,-0.09,0.19,11,0.4,-0.13,0,NA,NA,NA,NA,-0.09,NA,NA,0.04,0.27,NA
Mar-99,0.1,0.4,NA,0.73,NA,0.11,NA,NA,0.19,NA,0.13,0.15,NA,0.29,,0.05,NA,0.37,NA,-0.14,0.02,,0.27,-0.05,NA,-0.05,0.5,NA,0.49,0.09,NA,0.33,0,0.01,0.39,0.65,0.43,0.19,0.38,-0.09,0.15,2.2,0.11,-0.16,-0.08,NA,NA,NA,NA,-0.14,NA,NA,0.09,0.41,NA
Apr-99,0.07,0.06,NA,0.6,NA,0.16,NA,NA,0.25,NA,-0.14,0.36,NA,0.18,,0.01,NA,0.07,NA,-0.25,0.26,,0.09,0.03,NA,-0.02,0.54,NA,0.14,0.18,NA,0.23,0.19,0.03,0.21,0.33,0.28,0.24,0.25,0.08,0.27,6.25,0.2,-0.08,-0.14,NA,NA,NA,NA,-0.1,NA,NA,0.04,0.18,NA
May-99,0.03,-0.03,NA,-0.12,NA,0.03,NA,NA,0.06,NA,0.05,-0.02,NA,0.25,,-0.12,NA,-0.07,NA,0.52,0.39,,0.09,0.78,NA,0.01,0.08,NA,0.22,0.18,NA,0.33,-0.13,-0.1,0.33,0.05,0.03,0.15,0.19,-0.12,0.29,9,0.12,0,-0.11,NA,NA,NA,NA,-0.23,NA,NA,-0.02,0.27,NA
Jun-99,0.05,0.17,NA,-0.04,NA,0.04,NA,NA,0.15,NA,0.03,0.05,NA,0.34,,-0.04,NA,0.13,NA,0.46,0.55,,-0.03,0.09,NA,-0.06,0.4,NA,0.09,0.2,NA,0.11,0.13,0.02,-0.01,0.13,0.09,0.06,0.21,0.03,0.07,2.56,0.1,-0.17,0.16,NA,NA,NA,NA,0.02,NA,NA,0,0.1,NA
Jul-99,0.09,0.13,NA,0.12,NA,0.33,NA,NA,0.48,NA,0.05,0.14,NA,0.02,,0.02,NA,-0.07,NA,-0.4,0.03,,-0.03,0.2,NA,-0.07,0.05,NA,0.04,0.37,NA,0.24,-0.09,-0.09,0.06,-0.08,0.01,0.11,0.27,-0.05,0.17,4,0.05,-0.05,-0.29,NA,NA,NA,NA,-0.12,NA,NA,0.01,0.14,NA
Aug-99,0.05,0.15,NA,0.06,NA,0.14,NA,NA,0.24,NA,0.22,0.37,NA,1.12,,0.07,NA,-0.05,NA,0.04,0.32,,-0.13,-0.26,NA,-0.01,0.19,NA,0.15,0.33,NA,0.06,0.02,-0.08,0.17,-0.06,0.28,0.06,0.2,0.1,0.41,6.4,0.31,0,0.18,NA,NA,NA,NA,-0.02,NA,NA,0.05,0.1,NA
Sep-99,0.15,0.55,NA,0.35,NA,0.21,NA,NA,0.23,NA,0.03,0.17,NA,0.03,,0.17,NA,0,NA,NA,-0.12,,-0.13,0.01,NA,-0.06,0.26,NA,0.13,0.28,NA,-0.08,0.06,0.7,0.24,-0.09,0.06,0.14,0.24,0.04,0.45,3.9,0.09,-0.02,0.37,NA,NA,NA,NA,-0.14,NA,NA,0.06,0.02,NA
Oct-99,0.12,0.33,NA,0.1,NA,-0.02,NA,NA,0.08,NA,0.13,0.48,NA,0.32,,0.06,NA,-0.08,NA,-0.2,0.09,,0.06,-0.13,NA,-0.07,-0.01,NA,-0.07,0.21,NA,-0.13,0.04,0.05,0.26,-0.04,0.12,-0.04,0.32,0.12,0.16,1.31,0.16,-0.08,-0.05,NA,NA,NA,NA,-0.08,NA,NA,-0.02,-0.1,NA
Nov-99,0.04,0.34,NA,0.11,NA,-0.11,NA,NA,0.13,NA,0.19,0.35,NA,0.24,,0.08,NA,0.14,NA,-0.13,-0.26,,0.05,-0.15,NA,0.01,0.18,NA,0.11,-0.11,NA,-0.12,0.18,-0.15,0.28,-0.16,0.19,-0.06,0.31,0.16,-0.01,1.33,0.07,0,0.28,NA,NA,NA,NA,0.1,NA,NA,0.04,-0.02,NA
Dec-99,-0.04,0.25,NA,-0.15,NA,0.08,NA,NA,0.06,NA,-0.09,0.16,NA,-0.15,,0.02,NA,-0.11,NA,0.14,-0.24,,0.01,-0.08,NA,-0.03,-0.04,NA,-0.1,-0.04,NA,-0.19,-0.07,-0.23,0.29,-0.21,0.05,0.07,-0.01,-0.03,-0.18,0.42,0.12,0.11,-0.09,NA,NA,NA,NA,-0.14,NA,NA,-0.05,-0.15,NA
Jan-00,-0.07,0.19,NA,0.06,NA,-0.1,NA,NA,-0.06,NA,-0.19,0,NA,0,,0.02,NA,-0.21,NA,-0.44,-0.13,,0.18,-0.38,NA,0.01,-0.16,NA,0.18,0.09,0.31,-0.16,-0.04,0.01,-0.19,0.07,-0.15,-0.1,-0.18,-0.15,0.18,0.04,-0.09,-0.1,0.04,NA,NA,NA,NA,-0.15,NA,NA,0,-0.01,NA
Feb-00,0.08,-0.09,NA,-0.12,NA,-0.04,NA,NA,0.05,NA,0.32,0.62,NA,-0.02,,0.29,NA,0.13,NA,-0.14,-0.02,,0.2,0.34,NA,0.26,-0.07,NA,0.22,0.04,-0.08,0.08,0.1,0.15,0.05,0.1,-0.1,0.15,0.02,0.41,0.25,-0.29,-0.03,0.09,-0.1,NA,NA,NA,NA,0.02,NA,NA,0.22,0.15,NA
Mar-00,0.13,-0.16,NA,-0.11,NA,-0.12,NA,NA,0.26,NA,-0.02,0.19,NA,1.06,,0.09,NA,0.02,NA,0.23,0.22,,0.03,0.23,NA,0.12,0.07,NA,0.02,0.23,0.49,0.04,0.16,-0.17,0.11,-0.01,-0.1,0.08,-0.14,0.24,0.11,0.13,0.13,0.06,-0.04,NA,NA,NA,NA,0.15,NA,NA,0.09,0.03,NA
Apr-00,-0.04,-0.12,NA,-0.07,NA,-0.24,NA,NA,0.08,NA,0.18,0.14,NA,0.01,,0.06,NA,-0.16,NA,0.3,-0.32,,-0.08,-0.03,NA,0.01,-0.13,NA,0.04,0.05,0.06,-0.06,-0.07,-0.21,0.14,-0.15,-0.21,-0.07,-0.18,-0.08,0.18,0.55,-0.19,-0.15,-0.16,NA,NA,NA,NA,-0.06,NA,NA,0.02,-0.01,NA
May-00,0.03,0.13,NA,0.06,NA,-0.06,NA,NA,0.08,NA,0.25,0.93,NA,0.34,,0.24,NA,-0.02,NA,-0.34,-0.01,,0.13,-0.1,NA,0.09,0.3,NA,0.21,0.24,0.03,0.07,0.03,-0.04,0.4,-0.05,-0.02,0.01,-0.06,0.1,0.24,0.45,0.01,-0.04,0.13,NA,NA,NA,NA,0.03,NA,NA,0.17,0.14,NA
Jun-00,-0.02,-0.12,NA,0.02,NA,-0.17,NA,NA,0.09,NA,0.04,0.34,NA,0.9,,0.04,NA,-0.18,NA,0.05,0.14,,0.05,0.05,NA,0.06,-0.03,NA,0.04,0.04,-0.17,0.02,-0.15,-0.2,0.42,-0.04,-0.12,-0.02,-0.11,-0.18,0.38,0.41,0.07,0.02,0.15,NA,NA,NA,NA,-0.26,NA,NA,0.02,0.03,NA
Jul-00,-0.07,-0.1,NA,-0.11,NA,-0.34,NA,NA,-0.21,NA,-0.08,-0.06,NA,0.29,,-0.13,NA,-0.37,NA,0.34,0.34,,-0.26,-0.28,NA,-0.14,-0.07,NA,-0.07,-0.1,-0.16,-0.13,-0.1,-0.2,0.2,-0.21,-0.16,-0.1,-0.2,-0.13,0.05,-0.31,-0.18,-0.24,-0.1,NA,NA,NA,NA,-0.25,NA,NA,-0.13,-0.1,NA
Aug-00,0.02,0.33,NA,0.17,NA,-0.01,NA,NA,0.08,NA,0.28,0.41,NA,0.31,,0.06,NA,0.15,NA,-0.19,-0.26,,0.14,-0.13,NA,0.06,0.03,NA,0.16,0.17,-0.26,-0.03,0.03,0.09,0.32,-0.03,-0.05,0.27,0.1,-0.04,0.11,-0.08,-0.07,-0.09,0.13,NA,NA,NA,NA,-0.05,NA,NA,0.05,0.06,NA
Sep-00,0.01,-0.02,NA,-0.17,NA,-0.14,NA,NA,-0.05,NA,-0.05,-0.01,NA,0.87,,-0.06,NA,-0.06,NA,0.34,0.67,,0.2,-0.03,NA,0.04,-0.02,NA,0.05,0.12,-0.03,0.11,0.01,-0.09,0.2,0.14,-0.05,0.16,0.02,-0.25,0.09,0.04,0.07,-0.11,0.07,NA,NA,NA,NA,-0.02,NA,NA,-0.01,0.08,NA
Oct-00,0.04,0.15,NA,-0.19,NA,0.09,NA,NA,-0.14,NA,0.23,0.01,NA,0.26,,-0.01,NA,-0.03,NA,-0.03,0.4,,-0.07,0.07,NA,0.1,0.11,NA,0.28,0.16,-0.31,0.09,0.01,-0.1,0.2,-0.02,-0.02,-0.18,0.02,0.02,0.28,0.46,0.01,0.08,0.41,NA,NA,NA,NA,0.01,NA,NA,0.06,0.18,NA
Nov-00,0.05,-0.15,NA,-0.04,NA,0.03,NA,NA,0.12,NA,0.01,-0.03,NA,0.72,,0.04,NA,-0.15,NA,0.52,0.27,,0.05,0.06,NA,0.14,0.05,NA,0.26,0.29,0.13,0.17,0.09,-0.12,0.15,0.16,-0.1,-0.06,-0.03,-0.03,0.51,-0.31,0.1,-0.17,0.3,NA,NA,NA,NA,-0.09,NA,NA,0.1,0.21,NA
