Mon-Yr,CA,Alameda,Amador,Butte,Calaveras,Contra-Costa,Del Norte,El Dorado,Fresno,Glenn,Humboldt,Kern,Kings,Lake,Lassen,Los Angeles,Madera,Marin,Mariposa,Mendocino,Merced,Mono,Monterey,Napa,Nevada,Orange,Placer,Plumas,Riverside,Sacramento,San Benito,San Bernardino,San Diego,San Francisco,San Joaquin,San Luis Obispo,San Mateo,Santa Barbara,Santa Clara,Santa Cruz,Shasta,Siskiyou,Solano,Sonoma,Stanislaus,Sutter,Tehama,Tulare,Tuolumne,Ventura,Yolo,Yuba,LA Metro,Inland Empire,SF Bay Area
Dec-00,0.01,-0.3,NA,0.29,NA,-0.2,NA,NA,0.02,NA,0,-0.06,NA,0.7,,-0.05,NA,-0.35,NA,-0.21,0.33,,-0.02,-0.31,NA,0.02,-0.03,NA,-0.03,0.11,0.17,0.07,0.04,-0.29,0.09,-0.07,-0.3,-0.17,-0.2,-0.25,0.33,0.24,-0.08,-0.24,0.26,NA,NA,NA,NA,-0.07,NA,NA,-0.02,0.02,NA
1-Jan,0.07,0.09,NA,0.28,NA,-0.17,NA,NA,0.87,NA,0.17,0.34,NA,0.75,,0.04,NA,-0.02,NA,0.28,0.04,,-0.19,0.17,NA,0.01,0.34,NA,-0.01,0.27,-0.09,0.07,0.04,-0.17,0.28,0,-0.13,-0.04,-0.16,-0.09,0.11,0.04,0.16,-0.11,0.56,NA,NA,NA,NA,0.21,NA,NA,0.04,0.03,NA
1-Feb,-0.1,-0.24,NA,0.15,NA,-0.28,NA,NA,0.25,NA,-0.05,-0.14,NA,0.66,,-0.09,NA,-0.42,NA,0.32,0.12,,-0.26,0,NA,-0.18,0.14,NA,-0.08,0.12,-0.03,-0.11,-0.19,-0.36,-0.02,-0.1,-0.22,-0.33,-0.33,-0.38,0.24,0.18,-0.17,-0.26,0.16,NA,NA,NA,NA,-0.07,NA,NA,-0.11,-0.1,NA
1-Mar,-0.15,-0.1,NA,-0.01,NA,-0.18,NA,NA,0,NA,-0.04,0.26,NA,-0.33,,-0.07,NA,-0.27,NA,0.14,0.29,,-0.2,-0.11,NA,-0.11,0.02,NA,-0.07,0.01,-0.49,-0.03,-0.11,-0.03,-0.03,-0.13,-0.23,-0.19,-0.31,-0.27,0.22,-0.11,-0.14,-0.2,0.26,NA,NA,NA,NA,-0.07,NA,NA,-0.07,-0.06,NA
1-Apr,0,-0.23,NA,-0.11,NA,-0.23,NA,NA,-0.06,NA,0.05,0.03,NA,0,,-0.02,NA,-0.21,NA,0,0.81,,-0.16,-0.13,NA,-0.07,0.13,NA,0.08,0.18,-0.34,-0.02,-0.05,-0.05,-0.12,-0.41,-0.3,-0.04,-0.4,-0.34,-0.07,-0.13,-0.12,-0.07,0.11,NA,NA,NA,NA,-0.12,NA,NA,-0.02,0.03,NA
1-May,-0.08,-0.17,NA,-0.03,NA,-0.39,NA,NA,0.19,NA,-0.05,-0.24,NA,0.09,,0.05,NA,-0.27,NA,0,0.19,,-0.39,-0.21,NA,-0.04,-0.14,NA,0.02,-0.04,-0.56,0,0.01,-0.05,-0.11,-0.22,-0.15,-0.04,-0.37,-0.41,0.19,0.24,-0.16,-0.12,0.07,NA,NA,NA,NA,-0.03,NA,NA,0.02,0.01,NA
1-Jun,0.01,-0.21,NA,0.04,NA,-0.23,NA,NA,0.04,NA,0.22,0.01,NA,-0.32,,0.08,NA,-0.11,NA,0.14,-0.34,,-0.2,-0.07,NA,-0.07,-0.02,NA,0.09,0.07,-0.52,0.16,0.01,-0.01,-0.18,-0.3,-0.16,-0.11,-0.25,-0.35,0.11,0.02,-0.15,-0.2,-0.02,NA,NA,NA,NA,0.23,NA,NA,0.07,0.12,NA
1-Jul,0.03,-0.16,NA,0.04,NA,0.01,NA,NA,0.16,NA,0.06,0.2,NA,-0.11,,0.19,NA,0.13,NA,0.18,0.3,,-0.23,-0.05,NA,0.11,-0.04,NA,0.4,0.02,-0.02,0.06,0.13,-0.05,-0.03,-0.08,-0.1,0.21,-0.2,-0.2,0.33,0.88,-0.05,-0.12,0.2,NA,NA,NA,NA,0.26,NA,NA,0.19,0.22,NA
1-Aug,0.01,-0.24,NA,-0.13,NA,-0.14,NA,NA,-0.09,NA,-0.02,-0.1,NA,-0.42,,0.16,NA,-0.2,NA,0.02,0.89,,-0.16,0.37,NA,0.1,-0.13,NA,0.27,0.06,0,0.06,0.14,-0.19,-0.1,-0.16,-0.07,-0.27,-0.27,-0.12,0.13,0.26,-0.14,-0.12,-0.06,NA,NA,NA,NA,0.18,NA,NA,0.15,0.17,NA
1-Sep,-0.09,-0.37,NA,-0.22,NA,-0.23,NA,NA,-0.13,NA,-0.18,0.16,NA,-0.47,,-0.01,NA,-0.27,NA,-0.31,-0.07,,-0.42,-0.19,NA,0.01,-0.11,NA,-0.04,-0.16,-0.42,-0.17,-0.08,-0.25,-0.17,-0.29,-0.3,-0.28,-0.35,-0.08,0,-0.37,-0.3,-0.19,-0.24,NA,NA,NA,NA,-0.11,NA,NA,-0.04,-0.1,NA
1-Oct,-0.11,-0.29,NA,0.16,NA,-0.28,NA,NA,-0.03,NA,0.13,0.11,NA,-0.28,,0.06,NA,-0.31,NA,0.38,0.02,,-0.1,-0.28,NA,-0.04,-0.12,NA,0.09,-0.06,-0.34,0.07,-0.02,-0.29,-0.17,-0.28,-0.34,0.21,-0.41,-0.37,0.01,-0.07,-0.3,-0.14,-0.2,NA,NA,NA,NA,-0.06,NA,NA,0.04,0.08,NA
1-Nov,-0.14,-0.24,NA,-0.09,NA,-0.13,NA,NA,-0.13,NA,-0.11,0.13,NA,-0.33,,-0.04,NA,-0.12,NA,-0.07,0.63,,-0.19,-0.12,NA,-0.1,-0.16,NA,-0.08,-0.2,-0.38,0.03,-0.08,-0.1,-0.2,-0.37,-0.13,0.02,-0.34,-0.34,-0.13,0.48,-0.17,-0.06,-0.21,NA,NA,NA,NA,-0.03,NA,NA,-0.05,-0.03,NA
1-Dec,0.02,-0.19,NA,-0.08,NA,-0.08,NA,NA,-0.15,NA,0.17,0.05,NA,-0.42,,0.03,NA,-0.04,NA,-0.06,0,,-0.04,0.32,NA,0.05,0.11,NA,0.16,-0.15,-0.39,-0.03,-0.01,0.06,-0.06,-0.16,0.18,-0.16,0.01,-0.03,0.05,-0.5,-0.12,-0.13,-0.24,NA,NA,NA,NA,0.1,NA,NA,0.05,0.06,NA
2-Jan,0.18,0.12,NA,-0.09,-0.25,0.54,NA,NA,-0.13,NA,0.16,0.12,NA,-0.39,,0.28,NA,0.23,NA,0.38,0.33,,0.2,0.14,-0.14,0.24,0.04,NA,0.28,0.15,-0.29,0.3,0.25,0.2,0.03,-0.1,0.25,0.46,0.57,0.07,0.02,-0.23,0.08,0.35,-0.04,NA,NA,NA,NA,0.14,NA,NA,0.26,0.29,NA
2-Feb,0.27,0.43,NA,0,-0.21,0.38,NA,NA,-0.19,NA,-0.06,0.03,NA,-0.24,,0.23,NA,0.18,NA,-0.33,0.24,,0.38,0.07,-0.42,0.32,0.1,NA,0.19,0.22,0.94,0.13,0.5,0.39,0.11,-0.01,0.45,0.3,0.83,0.5,-0.11,0.35,0.1,0.31,-0.09,NA,NA,NA,NA,0.35,NA,NA,0.24,0.16,NA
2-Mar,0.19,0.13,NA,0.08,0,0.34,NA,NA,-0.03,NA,0.13,-0.18,NA,-0.05,,0.12,NA,0.31,NA,0.02,-0.13,,0.3,0.19,-0.15,0.19,0.08,NA,0.22,0.03,0.2,0,0.27,0,-0.08,-0.14,0.34,0.07,0.58,0.05,0,0.16,0.05,0.4,-0.07,NA,NA,NA,NA,0.23,NA,NA,0.14,0.11,NA
2-Apr,0.22,0.64,NA,0.13,0.09,0.68,NA,NA,0.03,NA,0.14,0.17,NA,-0.05,,0.22,NA,0.42,NA,0.09,0.41,,0.5,0.45,0.12,0.26,0.31,NA,-0.05,-0.07,0.78,0.21,0.29,0.41,0.26,0.73,0.87,-0.1,1.18,0.51,0.24,0,0.3,0.37,0.02,NA,NA,NA,NA,0.47,NA,NA,0.2,0.07,NA
2-May,0.2,0.23,NA,0.26,0.62,0.64,NA,NA,-0.08,NA,0.04,0.1,NA,-0.18,,0.03,NA,0.65,NA,0.83,0.41,,0.7,0.27,0.03,0.21,0.3,NA,0.2,0.05,1.24,0.13,0.35,0.15,0.24,0.29,0.45,-0.05,0.82,1.01,-0.02,0.19,0.29,0.55,0.05,NA,NA,NA,NA,0.33,NA,NA,0.12,0.17,NA
2-Jun,0.1,0.33,NA,-0.09,0.23,0.13,NA,NA,-0.11,NA,-0.04,-0.17,NA,0.02,,-0.05,NA,0.06,NA,-0.24,1.09,,0.42,0.1,0.21,0.05,0.09,NA,0.09,-0.09,1.16,-0.09,0.06,0.01,0.04,0.06,0.23,0,0.19,0.22,0.04,0.09,0.02,0.11,-0.06,NA,NA,NA,NA,-0.01,NA,NA,-0.01,0,NA
2-Jul,0.04,0.22,NA,-0.08,0,0.03,NA,NA,-0.01,NA,0.08,0,NA,-0.13,,-0.09,NA,0.03,NA,-0.02,0.01,,0.56,0.18,0.02,0.07,0.2,NA,0.15,0.03,0.7,0.08,0.12,0.03,0.12,0.21,0.11,-0.27,0.15,0.35,-0.16,0.16,0.12,0.51,-0.01,NA,NA,NA,NA,-0.02,NA,NA,0.01,0.12,NA
2-Aug,0.02,-0.04,NA,0,-0.21,-0.04,NA,NA,0.08,NA,0.16,-0.14,NA,0.59,,-0.09,NA,-0.1,NA,-0.04,-0.1,,0.41,0.03,0.15,-0.08,0.2,NA,0.03,-0.07,0,0.15,0.02,0.05,0.03,0.06,-0.09,-0.02,-0.1,0.04,-0.03,0.05,-0.04,0.31,-0.13,NA,NA,NA,NA,0.05,NA,NA,-0.03,0.08,NA
2-Sep,0.06,0.13,NA,-0.04,0.31,0.04,NA,NA,0.15,NA,0.34,-0.07,NA,0.16,,0.04,NA,0.1,NA,0.34,0.24,,0.5,0.24,-0.11,0,0.22,NA,0.18,0.03,0.28,0.16,0.1,0.01,0.06,-0.06,0.11,0.02,0.08,-0.07,-0.12,0.38,0.14,0.26,0.06,NA,NA,NA,NA,0.05,NA,NA,0.07,0.17,NA
2-Oct,0.13,0.07,NA,-0.1,0.79,0.39,NA,NA,0.26,NA,0.07,-0.05,NA,0.3,,0.1,NA,0.54,NA,-0.21,0.23,,0.51,0.26,0.13,0.18,0.3,NA,0.05,0.07,0.76,0.07,0.19,0.29,0.26,0.11,0.44,-0.18,0.33,0.2,0.24,-0.12,0.28,0.17,0.15,NA,NA,NA,NA,0.21,NA,NA,0.11,0.06,NA
2-Nov,0.18,0.17,NA,0.06,-0.05,0.04,NA,NA,0.05,NA,0.29,-0.01,NA,0.06,,0.11,NA,0.14,NA,-0.03,-0.14,,0.12,0.13,-0.07,0.09,0.24,NA,0.2,0.13,0.24,0.01,0.16,0.12,0.23,0.31,0.08,-0.03,0.12,0.2,-0.15,-0.19,0.07,0.34,0.16,NA,NA,NA,NA,0.15,NA,NA,0.11,0.11,NA
2-Dec,0.13,0.37,NA,0.01,0.55,0.2,NA,NA,0.1,NA,-0.09,0.08,NA,0.95,,0.14,NA,0.42,NA,0.58,0.43,,0.29,0.03,-0.23,0.12,0.09,NA,0.16,0.27,0.29,0.18,0.26,0.26,0.17,-0.14,0.15,0.09,0.07,0.41,-0.01,0.87,0.12,0.48,0.24,NA,NA,NA,NA,0.09,NA,NA,0.14,0.17,NA
3-Jan,0,-0.02,NA,-0.23,0.81,-0.2,NA,NA,0,NA,0.01,0.2,NA,0.18,,0,NA,-0.13,NA,-0.34,0.09,,0.08,-0.25,-0.43,0,0.06,NA,0.02,-0.02,0.5,0.03,0.04,0,0.2,-0.13,-0.08,-0.4,-0.17,-0.17,0.02,0.15,-0.02,-0.05,0.02,NA,NA,-0.12,NA,0.05,NA,NA,0.01,0.02,NA
3-Feb,-0.04,-0.19,NA,-0.21,0.15,-0.09,NA,NA,0.24,NA,0.19,-0.06,NA,0.27,,-0.02,NA,-0.31,NA,0.27,-0.07,,-0.29,-0.02,-0.26,-0.1,-0.07,NA,0.13,-0.03,-0.08,0.07,-0.14,-0.19,-0.02,-0.02,-0.22,0,-0.34,-0.18,0.05,0.04,-0.02,-0.05,0.11,NA,NA,-0.13,NA,-0.07,NA,NA,-0.01,0.1,NA
3-Mar,-0.01,-0.07,NA,-0.23,0.07,-0.24,NA,NA,-0.02,NA,-0.03,0.19,NA,-0.11,,-0.03,NA,-0.24,NA,-0.07,0.11,,-0.04,-0.19,-0.33,-0.06,0.07,NA,-0.02,-0.02,0.38,0.05,-0.12,0.09,0.04,-0.03,-0.12,-0.25,-0.27,-0.1,-0.03,0.03,-0.14,-0.17,-0.15,NA,NA,-0.06,NA,-0.2,NA,NA,-0.04,0.01,NA
3-Apr,-0.04,-0.1,NA,-0.17,0.03,-0.19,NA,NA,0.18,NA,0.14,-0.13,NA,-0.05,,-0.06,NA,-0.1,NA,-0.11,-0.05,,-0.13,-0.32,-0.33,-0.02,-0.12,NA,0.17,0.08,-0.03,-0.05,-0.01,-0.04,0.06,-0.01,-0.12,-0.02,-0.25,-0.11,-0.06,-0.15,-0.16,-0.07,-0.08,NA,NA,0.33,NA,0.01,NA,NA,-0.02,0.06,NA
3-May,0,0.01,NA,-0.18,-0.42,-0.09,NA,NA,0,NA,0,-0.16,NA,-0.27,,-0.05,NA,-0.16,NA,-0.4,-0.08,,0.06,0.03,-0.57,-0.07,-0.12,NA,0,0.03,-0.08,-0.06,-0.02,0.01,0.07,-0.19,-0.08,-0.14,-0.12,-0.26,-0.02,-0.16,-0.14,-0.07,-0.02,NA,NA,-0.03,NA,-0.18,NA,NA,-0.06,-0.03,NA
3-Jun,0.03,0,NA,-0.18,-0.14,0,NA,NA,-0.03,NA,-0.06,0.11,NA,0.06,,-0.02,NA,0.24,NA,0.16,-0.08,,0.01,-0.16,-0.62,0.02,0.06,NA,0.08,0.11,0.16,-0.03,0.05,0.02,0.11,-0.03,0.05,-0.14,0.13,0.17,-0.16,-0.1,-0.05,0.12,0.09,NA,NA,-0.08,NA,-0.13,NA,NA,-0.01,0.03,NA
3-Jul,0.15,0.15,NA,0.11,0.38,0.15,NA,NA,0.03,NA,-0.03,0.08,NA,0,,0.14,NA,0.31,NA,-0.13,0.03,,0.29,0.22,-0.56,0.17,0.24,NA,0.07,0.16,0.03,0.01,0.21,0.24,0.32,-0.09,0.34,0.12,0.37,-0.02,0.05,-0.19,0.1,-0.01,0.02,NA,NA,0.11,NA,0.01,NA,NA,0.11,0.04,NA
3-Aug,0.21,0.25,NA,-0.05,0.09,0.25,NA,NA,0.13,NA,-0.25,0.14,NA,-0.11,,0.06,NA,0.34,NA,0.07,0.24,,0.06,-0.08,-0.48,0.16,0.26,NA,0.07,0.16,0.65,-0.09,0.26,0.03,0.25,-0.18,0.41,0.21,0.63,0.07,0,-0.31,0.15,0.05,0.24,NA,NA,0.09,NA,0.03,NA,NA,0.05,-0.01,NA
3-Sep,0.24,0.45,NA,0.06,0.43,0.29,NA,NA,0.15,NA,0.21,0.38,NA,0.57,,0.15,NA,0.34,NA,0.19,-0.08,,0.3,0.15,-0.37,0.14,0.41,NA,0.17,0.26,0.46,0.26,0.33,0.74,0.5,0.17,0.4,0.1,0.66,0.7,0.16,0.25,0.26,0.16,0.4,NA,NA,0.08,NA,0.24,NA,NA,0.17,0.21,NA
3-Oct,0.16,0.16,NA,0.18,0,0.12,NA,NA,0.34,NA,0.04,0.24,NA,0.01,,0.08,NA,0.12,NA,0.38,0.17,,0.25,0.04,-0.32,0,0.18,NA,0.2,0.21,0.34,0.02,0.07,0.38,0.37,0.11,0.24,0.29,0.46,0.41,0.04,0.23,0.21,0.21,0.24,NA,NA,0.2,NA,0.07,NA,NA,0.07,0.11,NA
3-Nov,0.17,0.08,NA,-0.09,-0.03,0.13,NA,NA,0.2,NA,-0.08,0.31,NA,-0.1,,0.02,NA,0.1,NA,0.03,0.35,,0.36,0.09,-0.16,-0.03,0.05,NA,0.08,0.09,0.07,0.11,0.09,0.35,0.37,-0.03,0.15,-0.07,0.38,0.36,0.24,0.23,-0.02,-0.07,0.19,NA,NA,-0.33,NA,-0.08,NA,NA,0.02,0.09,NA
3-Dec,0.1,0.11,NA,0.09,-0.12,0.35,NA,NA,0.13,NA,0.24,0.2,NA,-0.23,,0.02,NA,0.18,NA,-0.1,0.18,,0.13,0.15,0.55,0,0.19,NA,0.22,0.12,0.35,0.14,0.05,0.26,0.3,0.53,0.09,0.04,0.36,0.08,0.18,-0.35,0.06,-0.08,0.05,NA,NA,0.12,NA,0.02,NA,NA,0.06,0.18,NA
4-Jan,0.04,-0.1,NA,0.2,0.29,-0.04,NA,NA,0.08,NA,-0.01,0.01,NA,-0.07,,-0.04,NA,0.17,-0.63,0.24,0.31,,-0.06,0.17,0.51,-0.09,-0.04,NA,0.15,0.04,0.16,0.1,-0.04,0.09,0.02,0.08,0.15,0.2,0.1,0.33,-0.08,0.13,-0.11,0.12,0.04,NA,NA,-0.21,0.09,-0.06,NA,NA,0,0.13,NA
4-Feb,0.05,0.02,NA,0.1,0.3,-0.15,NA,NA,0.11,NA,-0.21,0.27,NA,-0.05,,-0.05,NA,0.37,-0.08,-0.14,0.79,,0.54,-0.25,1.07,-0.08,0.06,NA,0.2,0.09,-0.03,0.14,0.1,0.14,0.35,-0.19,0.23,-0.07,0.28,0,0.13,-0.04,0.07,0.03,0.19,NA,NA,0.25,0.04,-0.18,NA,NA,0,0.17,NA
4-Mar,0.08,0.06,NA,0.74,0.14,0.11,NA,NA,0.11,NA,0.21,0.28,NA,0.63,,0.02,NA,0.41,-0.4,-0.05,0.94,,0.1,0.48,0.61,-0.1,0.26,NA,0.39,0.28,0.07,0.21,0.17,0.2,0.5,0.2,0.14,0.38,0.53,0.44,-0.02,-0.18,0.28,0.12,0.52,NA,NA,0.24,0.1,0,NA,NA,0.07,0.31,NA
4-Apr,0.11,0.01,NA,0.59,0.79,0.12,NA,NA,0.06,NA,-0.12,0.44,NA,0.11,,-0.04,NA,0.19,0.54,0.47,0.06,,0.57,0.38,1.08,-0.16,0.45,NA,0.43,0.26,0.64,0.03,0.16,0.22,0.16,-0.03,0.15,0.13,0.52,0.41,0.09,0.21,0.27,0.08,0.82,NA,NA,0.19,0.61,-0.18,NA,NA,0,0.25,NA
4-May,0.1,-0.1,NA,0.4,0.51,-0.07,NA,NA,0.01,NA,-0.1,0.28,NA,0.92,,-0.12,NA,0.05,-0.23,0.88,0.21,,0.12,0.01,1.49,-0.17,0.26,NA,0.08,0.15,0.28,0.01,0.01,0.06,-0.03,0.1,-0.01,-0.07,0.36,0.26,0.03,0.39,0.11,-0.08,0.11,NA,NA,0.06,0.29,-0.08,NA,NA,-0.08,0.05,NA
4-Jun,0.1,0.11,NA,0.38,0.27,0.45,NA,NA,0.23,NA,0.31,0.33,NA,0.24,,0.03,NA,0.12,0.2,0.56,0.63,,0.23,0.5,2.48,-0.13,0.22,NA,0.2,0.33,0.23,0.08,0.15,0.32,0.59,0.2,0.1,-0.03,0.43,0.37,0.47,0.11,0.26,0.16,0.65,NA,NA,0.22,0.61,0.05,NA,NA,0.03,0.15,NA
4-Jul,0.03,0.06,NA,0.04,-0.14,0.08,NA,NA,0.11,NA,0.13,0.29,NA,0.42,,-0.09,NA,-0.09,-0.5,0.56,0.37,,0.09,-0.18,1.9,-0.38,0.08,NA,0.06,0.23,0.34,0.06,-0.11,0.12,0.35,0.06,-0.01,0.05,0.13,0.23,0.2,0.26,0.06,0.09,0.44,NA,NA,0.11,0.2,-0.14,NA,NA,-0.11,0.06,NA
4-Aug,-0.04,-0.03,NA,0.07,0.2,-0.18,NA,NA,-0.02,NA,0.02,0.19,NA,0.17,,-0.06,NA,-0.11,0.31,0.59,0.62,,0.03,-0.16,0.78,-0.38,0.15,NA,-0.05,0.11,-0.07,0.1,-0.17,0.24,0.29,0.1,-0.15,-0.25,0.02,0.13,0.02,0.94,0.01,-0.08,0.51,NA,NA,0.2,-0.25,-0.18,NA,NA,-0.12,0.01,NA
4-Sep,-0.02,-0.08,NA,0.31,-0.22,-0.18,NA,NA,0.02,NA,-0.06,0.15,NA,-0.2,,-0.04,NA,-0.14,-0.09,0.18,0.55,,0.11,0.04,0.99,-0.23,0.05,NA,0.01,0.15,0.1,0.02,-0.08,0.03,0.26,-0.03,-0.02,0.01,0.02,0.03,0.07,-0.02,0.01,0,0.35,NA,NA,0.06,0.28,-0.21,NA,NA,-0.07,0.01,NA
4-Oct,0.03,0.01,NA,-0.05,-0.02,-0.34,NA,NA,-0.07,NA,-0.02,0.14,NA,-0.05,,-0.06,NA,-0.1,-0.1,-0.1,0.22,,-0.07,0.19,0.75,-0.18,0.14,NA,0.02,0.02,-0.07,-0.02,-0.03,-0.06,0.26,-0.1,-0.14,-0.08,-0.04,0.03,0,-0.04,-0.08,-0.1,0.25,NA,NA,0.15,0.06,-0.21,NA,NA,-0.07,0,NA
4-Nov,0.02,0.09,NA,0.23,0.32,-0.05,NA,NA,0.11,NA,0.05,0.07,NA,0.16,,0.07,NA,0.07,-0.21,0.05,0.39,,0.04,0.26,0.66,0.02,0.28,NA,0.11,0.14,0.5,0.08,0.03,0.18,0.26,0.05,0.16,0.09,0.09,0.08,0.05,-0.16,0.21,0.15,0.34,NA,NA,NA,0.16,0.02,NA,NA,0.07,0.1,NA
4-Dec,0,-0.23,NA,0.08,-0.23,-0.3,NA,NA,0.31,NA,-0.01,0.1,NA,-0.1,,0.07,NA,-0.21,-0.08,0,0.19,,0.14,0.11,0.25,0.02,0.14,NA,0.02,0.09,0.14,0.01,0.01,-0.17,0.37,-0.18,-0.12,-0.04,-0.09,-0.04,0.01,0.25,0.23,0.09,0.7,NA,NA,0.19,0.17,-0.11,NA,NA,0.03,0.02,NA
5-Jan,0.13,-0.2,NA,0,-0.49,-0.47,NA,NA,0.23,NA,-0.01,0.02,NA,-0.14,,0.09,NA,0.02,1,0.31,0.12,,0.27,0.2,0.2,0.12,0.33,NA,0.09,0.08,-0.13,-0.12,0.02,-0.25,0.34,-0.03,-0.17,-0.12,-0.03,-0.07,0.08,0.12,0.13,-0.07,0.41,NA,NA,0.23,-0.18,-0.14,NA,NA,0.05,-0.01,NA
5-Feb,0.01,-0.12,NA,-0.15,-0.08,-0.24,NA,NA,-0.02,NA,-0.08,0.02,NA,-0.17,,0.1,NA,-0.16,-0.36,0,0.34,,-0.03,0.29,-0.02,0.02,0.21,NA,-0.07,0.06,-0.25,0,-0.13,-0.21,0.28,0.03,-0.05,-0.13,-0.09,0.06,0.01,0.19,0.09,0,0.45,NA,NA,NA,0.1,0.07,NA,NA,0.03,-0.04,NA
5-Mar,0.03,0,0,-0.21,-0.26,-0.18,NA,NA,0.14,NA,-0.17,-0.02,NA,0,,0.1,NA,-0.08,0.56,0.37,0.37,,0.24,-0.3,0.29,0.15,0.09,NA,0.08,0.02,0.01,0.09,-0.06,-0.29,0.36,0,-0.05,-0.27,-0.11,-0.16,0.22,0,0.11,0.08,0.55,NA,NA,0.01,0.08,0.09,NA,NA,0.1,0.09,NA
5-Apr,0.05,-0.03,-0.02,-0.21,-0.26,-0.3,NA,NA,0.11,NA,-0.01,0,NA,0.44,,0.06,NA,-0.1,-0.2,0.24,0.37,,-0.07,-0.01,-0.22,0.09,-0.04,NA,-0.01,-0.04,-0.33,0.19,-0.03,-0.3,0.47,0.1,-0.16,-0.19,-0.16,-0.23,0.15,0.28,-0.04,-0.1,0.12,NA,NA,0.09,-0.07,0.09,NA,NA,0.07,0.06,NA
5-May,0.02,-0.07,-0.16,-0.41,0.36,-0.1,NA,NA,0.18,NA,0.17,0.03,NA,0.04,,0.13,NA,-0.02,0.4,-0.23,0.34,,0,0.11,-0.07,0.1,0.06,NA,0.17,-0.01,-0.08,0.16,-0.02,-0.24,0.5,0.33,-0.1,0.15,-0.13,-0.2,0.12,-0.32,0.03,0.05,0.4,NA,NA,0.43,-0.11,0.1,NA,NA,0.14,0.17,NA
5-Jun,0.03,-0.06,-0.06,-0.28,-0.11,-0.2,NA,NA,0.18,NA,-0.08,0.03,NA,0.04,,0.11,NA,-0.16,-0.22,-0.22,0.09,,0.04,-0.22,-0.18,0.12,-0.03,NA,0.17,-0.08,-0.19,0.18,-0.01,-0.32,0.09,0.14,-0.07,0.11,-0.13,-0.21,-0.1,0.16,-0.04,0.02,-0.07,NA,NA,0.23,-0.29,0.09,NA,NA,0.13,0.17,NA
5-Jul,0.03,-0.25,-0.41,-0.27,0.16,-0.21,NA,NA,0.21,NA,0.03,0,NA,-0.11,,0.06,NA,-0.2,0.63,0.02,0.36,,0.05,0.22,-0.39,0.25,-0.06,NA,0.15,-0.12,-0.29,0.05,-0.06,-0.33,-0.04,0.01,-0.18,-0.15,-0.12,-0.3,-0.03,0,0.04,-0.14,0.11,NA,NA,0.15,0.05,0,NA,NA,0.1,0.11,NA
5-Aug,0.06,-0.05,0,-0.14,-0.1,-0.07,NA,NA,0.18,NA,0.14,0.01,NA,0.11,,0.13,NA,-0.03,-0.18,-0.38,0.08,,0.01,0.45,-0.12,0.32,-0.1,NA,0.34,-0.05,0.08,0.09,0.03,-0.26,0.13,0.33,0.06,0.05,-0.09,-0.09,0.11,-0.15,0.07,-0.04,0.09,NA,NA,NA,0.25,0.12,NA,NA,0.19,0.22,NA
5-Sep,0.02,-0.13,0.12,-0.14,0.19,-0.03,NA,NA,0.23,NA,-0.08,-0.01,NA,0.08,,0.07,NA,0.08,0,-0.36,0.18,,0.06,-0.14,0.05,0.1,-0.12,NA,0.35,-0.14,-0.01,0.1,-0.02,-0.41,0.04,0.3,-0.11,-0.1,-0.09,-0.15,0.04,-0.06,0.09,0.1,0.32,NA,NA,0.18,-0.16,0.07,NA,NA,0.13,0.23,NA
5-Oct,-0.04,-0.17,-0.33,-0.47,-0.05,-0.03,NA,NA,0,NA,-0.12,-0.13,NA,-0.14,,-0.01,NA,0.08,-0.37,-0.07,-0.14,,-0.21,-0.24,-0.2,-0.09,-0.2,NA,0.04,-0.19,-0.14,0.08,-0.1,-0.25,-0.16,0.08,-0.11,-0.2,-0.13,-0.32,-0.13,-0.02,-0.12,-0.17,0.02,NA,NA,-0.1,-0.29,-0.07,NA,NA,-0.01,0.06,NA
5-Nov,-0.09,-0.14,-0.29,-0.44,-0.27,0.05,NA,NA,-0.05,NA,-0.21,-0.01,NA,-0.28,,-0.04,NA,-0.22,0.18,-0.05,-0.07,,-0.14,-0.2,-0.21,-0.17,-0.21,NA,0.17,-0.25,-0.33,0.05,-0.11,-0.31,-0.04,-0.06,-0.12,-0.21,-0.13,-0.32,0.08,-0.11,-0.25,-0.12,-0.04,NA,NA,NA,-0.08,-0.1,NA,NA,-0.02,0.11,NA
5-Dec,-0.14,-0.08,-0.1,-0.31,0,-0.15,NA,NA,-0.15,NA,-0.56,-0.12,NA,-0.14,,-0.14,NA,-0.19,-0.58,-0.27,-0.29,,-0.36,-0.18,-0.41,-0.29,-0.28,NA,0.04,-0.32,-0.23,-0.03,-0.21,-0.18,-0.22,-0.07,-0.1,-0.19,-0.15,-0.31,-0.23,0.03,-0.33,-0.26,-0.2,NA,NA,-0.18,-0.22,-0.16,NA,NA,-0.12,0.01,NA
6-Jan,-0.23,-0.04,-0.11,-0.29,-0.16,0.01,NA,NA,-0.2,NA,-0.13,-0.06,NA,0.04,,-0.17,NA,-0.22,-0.21,-0.21,-0.06,0.5,-0.38,-0.2,-0.34,-0.32,-0.22,NA,-0.12,-0.28,-0.13,-0.04,-0.2,-0.25,-0.3,-0.13,-0.13,-0.15,-0.21,-0.28,-0.2,-0.41,-0.24,-0.21,-0.17,NA,NA,-0.11,-0.1,-0.16,NA,NA,-0.17,-0.09,NA
